Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,USD_MSRP,Current_Price
4088,Clown Bucket,2002,Explore,Imagination,90.0,,,
4089,Orange Bucket XL,2002,Explore,Imagination,90.0,,,
4104,Creator Bucket,2002,Creator,,200.0,,,
4106,Creator Bucket,2002,Creator,,500.0,,10.0,
4107,Build Your Dreams,2002,Creator,,1000.0,,20.0,
4108,"Road Plates, Junction",2002,Town,Accessories,2.0,,7.0,
4109,"Road Plates, Curved",2002,Town,Accessories,2.0,,6.99,
4110,"Road Plates, Straight",2002,Town,Accessories,2.0,,7.0,
4111,"Road Plates, Cross",2002,Town,Accessories,2.0,,7.0,
4340,Story Builder Starter Set - Jungle Jam,2002,Explore,Imagination,10.0,,50.0,
4341,Story Builder - Farmyard Fun,2002,Explore,Imagination,9.0,,10.0,
4342,Storybuilder - Crazy Castle,2002,Explore,Imagination,9.0,,10.0,
4343,Storybuilder - Pink Palace Magic,2002,Explore,Imagination,9.0,,10.0,
4344,Storybuilder - Meet the Dinosaurs,2002,Explore,Imagination,9.0,,10.0,
4345,Storybuilder - Happy Home,2002,Explore,Imagination,9.0,,10.0,
4524,Holiday Calendar,2002,Creator,Seasonal,231.0,,15.0,
4534,LEGO Express,2002,Trains,9 V,456.0,,160.0,
4535,LEGO Express Deluxe,2002,Trains,9 V,762.0,,170.0,
4582,Red Bullet,2002,Racers,Drome Racers,29.0,,4.0,
4583,Maverick Storm,2002,Racers,Drome Racers,31.0,,4.0,7.5000
4584,Hot Scorcher,2002,Racers,Drome Racers,58.0,1.0,10.0,
4585,Nitro Pulverizer,2002,Racers,Drome Racers,61.0,1.0,10.0,
4586,Stunt Race Track,2002,Racers,Drome Racers,168.0,,20.0,
4587,Duel Racers,2002,Racers,Drome Racers,200.0,2.0,40.0,
4588,Off-Road Race Track,2002,Racers,Drome Racers,366.0,,50.0,
4589,RC Nitro Flash,2002,Racers,Drome Racers,136.0,1.0,70.0,
4590,Flash Turbo,2002,Racers,Drome Racers,28.0,,4.0,
4591,Star Strike,2002,Racers,Drome Racers,28.0,,4.0,6.6861
4592,Red Monster,2002,Racers,Drome Racers,25.0,,4.0,
4593,Zero Hurricane and Red Blizzard,2002,Racers,Drome Racers,74.0,,7.0,
4594,Maverick Sprinter and Hot Arrow,2002,Racers,Drome Racers,66.0,,7.0,
4595,Zero Tornado & Hot Rock,2002,Racers,Drome Racers,71.0,,10.0,
4596,Storming Cobra,2002,Racers,Drome Racers,75.0,1.0,10.0,
4612,Super Glider,2002,Jack Stone,,7.0,1.0,4.0,
4613,Turbo Chopper,2002,Jack Stone,,13.0,1.0,4.0,
4614,Ultralight Flyer,2002,Jack Stone,,12.0,1.0,4.0,
4615,Red Recon Flyer,2002,Jack Stone,,20.0,1.0,4.0,17.5000
4616,Rapid Response Tanker,2002,Jack Stone,,34.0,1.0,7.0,
4617,Dual Turbo Prop,2002,Jack Stone,,28.0,2.0,10.0,
4618,Twin Rotor Cargo,2002,Jack Stone,,41.0,2.0,20.0,
4619,AIR Patrol Jet,2002,Jack Stone,,63.0,2.0,30.0,
4620,AIR Operations HQ,2002,Jack Stone,,170.0,5.0,70.0,
4621,Red Flash Station,2002,Jack Stone,,32.0,2.0,10.0,
4622,ResQ Digger,2002,Jack Stone,,65.0,2.0,20.0,
4711,Flying Lesson,2002,Harry Potter,Philospher's Stone,23.0,2.0,4.0,54.6880
4712,Troll on the Loose,2002,Harry Potter,Philospher's Stone,71.0,2.0,10.0,105.3010
4714,Gringott's bank,2002,Harry Potter,Philospher's Stone,250.0,4.0,30.0,115.0000
4726,Quidditch Practice,2002,Harry Potter,Chamber of Secrets,128.0,3.0,13.0,60.0000
4727,Aragog in the Dark Forest,2002,Harry Potter,Chamber of Secrets,178.0,2.0,20.0,64.0971
4728,Escape from Privet Drive,2002,Harry Potter,Chamber of Secrets,278.0,3.0,30.0,
4729,Dumbledore's Office,2002,Harry Potter,Chamber of Secrets,446.0,3.0,50.0,119.9900
4730,The Chamber of Secrets,2002,Harry Potter,Chamber of Secrets,591.0,5.0,70.0,19.9900
4731,Dobby's Release,2002,Harry Potter,Chamber of Secrets,70.0,2.0,7.0,38.1300
4733,The Dueling Club,2002,Harry Potter,Chamber of Secrets,129.0,4.0,20.0,35.0000
4735,Slytherin,2002,Harry Potter,Chamber of Secrets,90.0,3.0,10.0,
4788,Ogel Mutant Ray,2002,Alpha Team,Mission Deep Sea,68.0,2.0,10.0,
4789,Alpha Team Aquatic Mech,2002,Alpha Team,Mission Deep Sea,162.0,1.0,,
4790,Alpha Team Robot Diver,2002,Alpha Team,Mission Deep Sea,32.0,1.0,4.0,
4791,Alpha Team Sub-Surface Scooter,2002,Alpha Team,Mission Deep Sea,42.0,1.0,7.0,
4792,Alpha Team Navigator and ROV,2002,Alpha Team,Mission Deep Sea,111.0,1.0,10.0,
4793,Ogel Shark Sub,2002,Alpha Team,Mission Deep Sea,115.0,3.0,20.0,
4794,Alpha Team Command Sub,2002,Alpha Team,Mission Deep Sea,189.0,2.0,30.0,55.0000
4795,Ogel Underwater Base and AT Sub,2002,Alpha Team,Mission Deep Sea,468.0,4.0,50.0,
4796,Ogel Mutant Squid,2002,Alpha Team,Mission Deep Sea,62.0,1.0,10.0,31.5000
4797,Ogel Mutant Killer Whale,2002,Alpha Team,Mission Deep Sea,57.0,1.0,10.0,
4798,Evil Ogel Attack,2002,Alpha Team,Mission Deep Sea,21.0,1.0,3.0,7.9900
4799,Ogel Drone Octopus,2002,Alpha Team,Mission Deep Sea,18.0,1.0,3.0,13.0000
4800,AT Jet Sub,2002,Alpha Team,Mission Deep Sea,23.0,1.0,3.0,10.0000
5420,Soft Frog Rattle,2002,Explore,Being Me,1.0,,5.0,
5421,Star Teether,2002,Explore,Being Me,1.0,,2.0,
5422,Caterpillar Teether,2002,Explore,Being Me,1.0,,5.0,
5423,Crib and Mirror Adventure,2002,Explore,Being Me,2.0,,10.0,
5424,Take Along Friend,2002,Explore,Being Me,1.0,1.0,5.0,
5425,Soft Stacking Hen,2002,Explore,Being Me,5.0,,10.0,
5426,Shape and Colour Sorter,2002,Explore,Being Me,9.0,,10.0,
5427,Light and Sound Stacker,2002,Explore,Being Me,10.0,,,
5428,Musical Apple,2002,Explore,Being Me,1.0,,,
5429,Play Plane,2002,Explore,Being Me,1.0,1.0,5.0,
5430,Squirt Frog,2002,Explore,Being Me,1.0,,5.0,
5431,Roll 'n' Play,2002,Explore,Being Me,1.0,,5.0,
5432,Bendy Caterpillar,2002,Explore,Being Me,3.0,,8.0,
5433,Stacking Tower,2002,Explore,Being Me,5.0,,8.0,
5434,LEGO Baby Stack 'n' Learn,2002,Explore,Being Me,36.0,2.0,20.0,
5836,Beautiful Baby Princess,2002,Belville,,23.0,1.0,4.0,
5837,Flora's Bubbling Bath,2002,Belville,,31.0,1.0,7.0,
5838,The Wicked Madam Frost,2002,Belville,,38.0,1.0,10.0,
5842,Vanilla's Frosty Sleighride,2002,Belville,,36.0,1.0,17.0,
5843,Queen Rose and the Little Prince Charming,2002,Belville,,71.0,2.0,27.0,
5850,The Royal Crystal Palace,2002,Belville,,149.0,3.0,50.0,
65062,Racers Turbo Pack,2002,Racers,Product Collection,87.0,,10.0,15.0000
65071,Bionicle Dual Pack: Lehvak & Pahrak,2002,Bionicle,Product Collection,82.0,,,
65081,R2-D2 / C-3PO Droid Collectors Set,2002,Star Wars,Product Collection,581.0,,40.0,200.0000
65118,Alpha Team Secret Mission Collector's Pack,2002,Alpha Team,Product Collection,242.0,,35.0,
65153,Jango Fett's Slave I with Bonus Cargo Case,2002,Star Wars,Product Collection,360.0,,50.0,
6636,Command Post Central,2002,Town,Police,273.0,7.0,65.0,
6731,Skateboarding Pepper,2002,Island Xtreme Stunts,,11.0,1.0,4.0,
6732,Brickster's Trike,2002,Island Xtreme Stunts,,12.0,1.0,4.0,15.0000
6733,Snap's Cruiser,2002,Island Xtreme Stunts,,19.0,1.0,4.0,9.9900
6734,Beach Cruisers,2002,Island Xtreme Stunts,,53.0,2.0,7.0,
6735,Air Chase,2002,Island Xtreme Stunts,,85.0,2.0,10.0,17.5000
6736,Beach Lookout,2002,Island Xtreme Stunts,,87.0,2.0,13.0,
6737,Wake Rider,2002,Island Xtreme Stunts,,93.0,2.0,13.0,
6738,Skateboard Challenge,2002,Island Xtreme Stunts,,108.0,3.0,20.0,
6739,Truck & Stunt Trikes,2002,Island Xtreme Stunts,,199.0,3.0,30.0,
6740,Xtreme Tower,2002,Island Xtreme Stunts,,330.0,6.0,50.0,
6762,Fort Legoredo,2002,Western,Cowboys,673.0,10.0,100.0,800.0000
6763,Rapid River Village,2002,Western,Indians,343.0,7.0,70.0,
6764,Sheriff's Lock-Up,2002,Western,Cowboys,171.0,4.0,30.0,
7103,Jedi Duel,2002,Star Wars,Episode II,82.0,2.0,10.0,170.0000
7113,Tusken Raider Encounter,2002,Star Wars,Episode II,93.0,3.0,10.0,78.5330
7119,Twin-Pod Cloud Car,2002,Star Wars,Episode IV-VI,118.0,1.0,10.0,48.0000
7133,Bounty Hunter Pursuit,2002,Star Wars,Episode II,259.0,3.0,30.0,475.0000
7139,Ewok Attack,2002,Star Wars,Episode IV-VI,121.0,4.0,13.0,60.0000
7142,X-wing Fighter,2002,Star Wars,Episode IV-VI,267.0,4.0,30.0,249.9900
7143,Jedi Starfighter,2002,Star Wars,Episode II,139.0,1.0,20.0,165.0000
7152,TIE Fighter & Y-wing,2002,Star Wars,Episode IV-VI,410.0,3.0,50.0,
7153,Jango Fett's Slave I,2002,Star Wars,Episode II,360.0,2.0,50.0,900.0000
7163,Republic Gunship,2002,Star Wars,Episode II,693.0,8.0,90.0,800.0000
7194,Yoda,2002,Star Wars,Ultimate Collector Series,1075.0,,100.0,
7200,Final Duel I,2002,Star Wars,Episode IV-VI,31.0,2.0,7.0,78.0000
7201,Final Duel II,2002,Star Wars,Episode IV-VI,26.0,3.0,7.0,47.5000
7203,Jedi Defense I,2002,Star Wars,Episode I,111.0,3.0,7.0,79.0000
7204,Jedi Defense II,2002,Star Wars,Episode I,53.0,3.0,7.0,65.0120
7825,Creator Bucket,2002,Creator,,500.0,,,
7830,Creator Bucket,2002,Creator,,200.0,,,
7831,Creator Bucket,2002,Creator,,200.0,,5.0,
7837,Build and Create Bucket,2002,Creator,,600.0,,15.0,
8009,R2-D2,2002,Star Wars,Technic,240.0,,20.0,
8010,Darth Vader,2002,Star Wars,Technic,391.0,,40.0,75.0000
8011,Jango Fett,2002,Star Wars,Technic,422.0,,30.0,30.0000
8012,Super Battle Droid,2002,Star Wars,Technic,379.0,,35.0,50.0000
8310,Nick Bluetooth,2002,Galidor,,12.0,,10.0,35.0000
8311,Gorm,2002,Galidor,,12.0,,10.0,16.6500
8312,Jens,2002,Galidor,,13.0,,10.0,
8313,Nick Bluetooth Deluxe,2002,Galidor,,15.0,,15.0,31.5000
8314,Gorm Deluxe,2002,Galidor,,14.0,,15.0,
8315,TDN Module,2002,Galidor,,9.0,,40.0,
8316,Kek Powerizer,2002,Galidor,,9.0,,60.0,90.0000
8317,Allegra,2002,Galidor,,10.0,,10.0,
8318,Ooni,2002,Galidor,,29.0,,20.0,
8320,Nepol Basic Figure,2002,Galidor,,10.0,,10.0,
8321,Nepol and Shimmel,2002,Galidor,,27.0,,20.0,
8322,Makarr,2002,Galidor,,,,,
8324,Euripides,2002,Galidor,,10.0,,10.0,
8430,Mag Wheel Master,2002,Technic,,318.0,,35.0,
8431,Pneumatic Crane Truck,2002,Technic,,862.0,,85.0,
8461,Williams F1 Team Racer,2002,Racers,Williams F1,1484.0,,130.0,
8468,Power Crusher,2002,Racers,Drome Racers,87.0,,8.0,
8469,Slammer Raptor,2002,Racers,Drome Racers,144.0,,10.0,
8470,Slammer G-Force,2002,Racers,Drome Racers,148.0,,15.0,
8471,Nitro Burner,2002,Racers,Drome Racers,119.0,,20.0,
8472,Mud & Street Racer,2002,Racers,Drome Racers,353.0,,69.99,
8473,Nitro Race Team,2002,Racers,Drome Racers,510.0,,50.0,
8475,RC Race Buggy,2002,Racers,Drome Racers,284.0,,130.0,
8550,Gahlok Va,2002,Bionicle,Bohrok Va,26.0,,3.0,15.3600
8551,Kohrak Va,2002,Bionicle,Bohrok Va,28.0,,3.0,30.0000
8552,Lehvak Va,2002,Bionicle,Bohrok Va,28.0,,3.0,9.0700
8553,Pahrak Va,2002,Bionicle,Bohrok Va,27.0,,3.0,14.9312
8554,Tahnok Va,2002,Bionicle,Bohrok Va,27.0,,3.0,20.0000
8555,Nuhvok Va,2002,Bionicle,Bohrok Va,26.0,,3.0,20.0000
8556,Boxor Vehicle,2002,Bionicle,Warriors,157.0,,15.0,
8557,Exo-Toa,2002,Bionicle,Warriors,378.0,,35.0,
8558,Cahdok and Gahdok,2002,Bionicle,Warriors,636.0,,60.0,598.5000
8559,Krana,2002,Bionicle,Accessories,5.0,,,
8560,Pahrak,2002,Bionicle,Bohrok,41.0,,8.0,66.3300
8561,Nuhvok,2002,Bionicle,Bohrok,41.0,,8.0,
8562,Gahlok,2002,Bionicle,Bohrok,41.0,,8.0,100.0000
8563,Tahnok,2002,Bionicle,Bohrok,41.0,,8.0,93.3197
8564,Lehvak,2002,Bionicle,Bohrok,41.0,,8.0,72.7200
8565,Kohrak,2002,Bionicle,Bohrok,41.0,,8.0,
8566,Onua Nuva,2002,Bionicle,Toa Nuva,41.0,,8.0,66.5407
8567,Lewa Nuva,2002,Bionicle,Toa Nuva,37.0,,8.0,120.0000
8568,Pohatu Nuva,2002,Bionicle,Toa Nuva,40.0,,8.0,51.7539
8569,Krana,2002,Bionicle,Accessories,5.0,,2.0,
8570,Gali Nuva,2002,Bionicle,Toa Nuva,44.0,,8.0,76.5000
8571,Kopaka Nuva,2002,Bionicle,Toa Nuva,42.0,,8.0,125.0000
8572,Tahu Nuva,2002,Bionicle,Toa Nuva,36.0,,8.0,150.0000
8598,Kanohi Nuva and Krana Pack,2002,Bionicle,Accessories,5.0,,2.0,
9130,Around-the-House Set,2002,Education,,125.0,7.0,91.0,
9134,Life-on-the-Farm Set,2002,Education,,105.0,4.0,97.0,
9210,Wild Animals Set,2002,Education,Explore,57.0,,72.0,
9650,Scenery Resource Set,2002,Education,,679.0,16.0,55.0,
10000,Guarded Inn,2001,Castle,Lion Knights,253.0,4.0,25.0,
10001,Metroliner,2001,Trains,9 V,782.0,11.0,149.0,708.0000
10002,Railroad Club Car,2001,Trains,9 V,293.0,5.0,37.5,375.0000
10003,1x2 Sand Red Bricks,2001,Bulk Bricks,,100.0,,6.0,80.0000
10004,2x2 Sand Red Bricks,2001,Bulk Bricks,,100.0,,7.0,
10005,2x4 Sand Red Bricks,2001,Bulk Bricks,,50.0,,7.0,
10006,1x6 Sand Red Bricks,2001,Bulk Bricks,,50.0,,7.0,65.0000
10007,"2x4 Sand Red Ridge Roof Tiles, Steep Sloped",2001,Bulk Bricks,,25.0,,5.0,5.9500
10008,2x4 Sand Red Roof Bricks,2001,Bulk Bricks,,50.0,,8.0,
10009,Assorted Blue Bricks,2001,Bulk Bricks,,62.0,,5.0,
10010,Assorted Yellow Bricks,2001,Bulk Bricks,,62.0,,4.99,
10011,Assorted Blue Plates,2001,Bulk Bricks,,42.0,,4.99,
10012,Assorted Yellow Plates,2001,Bulk Bricks,,42.0,,5.0,17.0370
10013,Open Freight Wagon,2001,Trains,9 V,121.0,,17.0,70.0000
10014,Caboose,2001,Trains,9 V,170.0,,15.0,100.0000
10015,Green Passenger Wagon,2001,Trains,9 V,194.0,,19.99,84.4400
10016,Tanker,2001,Trains,9 V,128.0,,20.0,132.0000
10017,Hopper Wagon,2001,Trains,9 V,228.0,,20.0,85.0000
10018,Darth Maul,2001,Star Wars,Ultimate Collector Series,1868.0,,150.0,
10019,Rebel Blockade Runner,2001,Star Wars,Ultimate Collector Series,1747.0,,200.0,1395.0000
10111,Foliferous Tree,2001,Bulk Bricks,,10.0,,6.0,
10112,Bush,2001,Bulk Bricks,,25.0,,7.0,
10113,Cypress Tree,2001,Bulk Bricks,,5.0,,5.0,
10114,2 x 2 Sand Red Roof Tile,2001,Bulk Bricks,,100.0,,7.99,
10115,Jumper Bricks,2001,Bulk Bricks,,80.0,,4.99,
1100,Sky Pirates,2001,Town,Special,109.0,2.0,17.0,
1351,Movie Backdrop Studio,2001,Studios,,211.0,3.0,60.0,
1352,Explosion Studio,2001,Studios,,233.0,4.0,35.0,
1353,Car Stunt Studio,2001,Studios,,166.0,2.0,20.0,
1354,Dino Head Attack,2001,Studios,,94.0,2.0,10.0,14.5279
1355,Temple of Gloom,2001,Studios,,58.0,2.0,7.0,
1356,Stuntman Catapault,2001,Studios,,29.0,2.0,4.0,
1357,Cameraman,2001,Studios,,21.0,1.0,2.0,18.0000
1360,Director's Copter,2001,Studios,,22.0,1.0,3.0,
1361,Camera Car,2001,Studios,,20.0,1.0,3.0,9.5000
1362,Air Boat,2001,Studios,,24.0,1.0,3.0,
1363,Stunt Go-Cart,2001,Studios,,25.0,1.0,3.0,8.5000
1370,Raptor Rumble,2001,Studios,Jurassic Park III,157.0,3.0,20.0,59.4596
1371,Spinosaurus Attack,2001,Studios,Jurassic Park III,155.0,2.0,35.0,
1388,Huki,2001,Bionicle,Matoran,8.0,,2.0,36.0000
1389,Onepu,2001,Bionicle,Matoran,8.0,,2.0,34.9900
1390,Maku,2001,Bionicle,Matoran,8.0,,2.0,40.0000
1391,Jala,2001,Bionicle,Matoran,8.0,,2.0,44.0000
1392,Kongu,2001,Bionicle,Matoran,8.0,,2.0,36.0000
1393,Matoro,2001,Bionicle,Matoran,8.0,,2.0,33.9900
1403,Racing Leopard,2001,Duplo,,2.0,1.0,3.0,
1404,Racing Tiger,2001,Duplo,,2.0,1.0,3.0,
1405,Racing Lion,2001,Duplo,,2.0,1.0,3.0,
1406,Nursing the Baby,2001,Duplo,,5.0,1.0,,
1407,Cooking with Mummy,2001,Duplo,,6.0,1.0,,
1408,Walking the dog with Daddy,2001,Duplo,,4.0,1.0,,
1411,Pirates Treasure Hunt,2001,Studios,,31.0,4.0,0.0,19.9900
1457,Caterpillar,2001,Baby,,3.0,,8.0,
2946,MyBot Expansion Kit,2001,Action Wheelers,,14.0,1.0,13.0,
2947,Speedbike,2001,Action Wheelers,,13.0,1.0,15.0,
2949,Remote Control Dozer,2001,Action Wheelers,,21.0,1.0,35.0,
2951,Lisa,2001,Duplo,Dolls,4.0,2.0,10.0,
2952,Marie,2001,Duplo,Dolls,6.0,2.0,10.0,
2953,Anna,2001,Duplo,Dolls,4.0,2.0,10.0,
2954,Picnic,2001,Duplo,Dolls,14.0,,15.0,
2955,Sarah,2001,Duplo,Dolls,32.0,2.0,30.0,
2961,Bedroom,2001,Duplo,Dolls,20.0,,20.0,
2971,Action Policebike,2001,Duplo,,5.0,1.0,3.0,
2973,Musical Apple,2001,Baby,,1.0,,8.0,
2974,Play Train,2001,Baby,,6.0,1.0,10.0,
3083,Flying Action,2001,Duplo,,9.0,2.0,10.0,
3085,Race Action,2001,Duplo,,46.0,4.0,20.0,
3087,Circus Princess,2001,Duplo,,7.0,1.0,4.0,
3088,Growing Garden,2001,Duplo,,19.0,1.0,10.0,
3089,Adventure Trip,2001,Duplo,,29.0,2.0,15.0,
3090,Forest Picnic,2001,Duplo,,24.0,4.0,15.0,
3091,Big Gas Truck,2001,Duplo,,3.0,1.0,4.0,
3092,Friendly Farm,2001,Duplo,,10.0,1.0,10.0,
3093,Fun Playground,2001,Duplo,,24.0,4.0,20.0,
3095,Wildlife Park,2001,Duplo,,32.0,3.0,40.0,
3121,Summer Day Out,2001,Scala,,20.0,1.0,8.0,
3122,1-2-3 ... Marie,2001,Scala,,17.0,1.0,15.0,
3123,Emma's Chill-Out Kitchen,2001,Scala,,58.0,1.0,20.0,
3124,Indie's Stable,2001,Scala,,95.0,,50.0,
3160,Play Plane,2001,Baby,,1.0,1.0,,
3161,Soft Stacking Hen,2001,Baby,,5.0,,10.0,
3162,Take Along Friend,2001,Baby,,1.0,1.0,,
3169,Crib and Mirror Adventure,2001,Baby,,2.0,,,
3170,Light and Sound Stacker,2001,Baby,,10.0,,15.0,
3172,Soft Frog Rattle,2001,Baby,,1.0,,,
3173,Caterpillar Teether,2001,Baby,,1.0,,7.0,
3212,Star Teether,2001,Baby,,1.0,,,
3236,Roll 'n' Play,2001,Baby,,1.0,,,
3237,Stacking Tower,2001,Baby,,5.0,,,
3238,Shape and Colour Sorter,2001,Baby,,9.0,,,
3263,Goozle,2001,Duplo,Zooters,10.0,,10.0,
3264,Tez,2001,Duplo,Zooters,9.0,,10.0,
3265,Wazo,2001,Duplo,Zooters,6.0,,12.0,
3266,Tubes,2001,Duplo,,58.0,,15.0,
3267,Brick Runner,2001,Duplo,,25.0,,10.0,
3271,Bob's Workshop,2001,Duplo,Bob the Builder,10.0,1.0,6.0,
3272,Scoop on the Road,2001,Duplo,Bob the Builder,21.0,,10.0,
3273,"Bob, Lofty and the Mice",2001,Duplo,Bob the Builder,18.0,1.0,15.0,
3274,Bob and Muck Repair the Barn,2001,Duplo,Bob the Builder,35.0,1.0,,
3275,Bob's Big Building Box,2001,Duplo,Bob the Builder,51.0,1.0,20.0,
3276,Muck and Scoop,2001,Duplo,Bob the Builder,52.0,2.0,30.0,
3416,Women's Team,2001,Sports,Football,62.0,6.0,9.95,40.5900
3451,Sopwith Camel,2001,Advanced Models,Aircraft,574.0,,50.0,
3507,1x4x3 Wall Element Clear,2001,Bulk Bricks,,25.0,,8.0,
3508,1x4x5 Black Window with Transparent Light Blue Pane,2001,Bulk Bricks,,20.0,,9.0,
3724,LEGO Dragon,2001,Advanced Models,Sculptures,1530.0,,99.0,
3740,Small Locomotive,2001,Trains,9 V,67.0,,15.0,
3741,Large Locomotive,2001,Trains,9 V,92.0,,20.0,
3742,Tender,2001,Trains,9 V,39.0,,11.0,
3743,Locomotive Blue Bricks,2001,Trains,9 V,106.0,,7.0,
3744,Locomotive Green Bricks,2001,Trains,9 V,106.0,,7.0,
3745,Locomotive Black Bricks,2001,Trains,9 V,106.0,,7.0,
3746,Locomotive Brown Bricks,2001,Trains,9 V,106.0,,7.0,34.9400
3747,Locomotive Dark Grey Bricks,2001,Trains,9 V,106.0,,7.0,29.9800
3748,Light Unit for Train,2001,Trains,9 V,4.0,,10.0,19.9900
3750,Life On Mars Accessories,2001,Bulk Bricks,Space,48.0,,4.99,
3751,1x2 Brown Bricks,2001,Bulk Bricks,,100.0,,6.0,
3752,1x6 Brown Bricks,2001,Bulk Bricks,,50.0,,7.0,
3753,2x2 Brown Bricks,2001,Bulk Bricks,,100.0,,7.0,
3754,2x4 Brown Bricks,2001,Bulk Bricks,,50.0,,7.0,
3755,2x4 Roof Tiles Steep Sloped Brown,2001,Bulk Bricks,,50.0,,8.0,
3756,2x4 Ridge Roof Tiles Steep Sloped Brown,2001,Bulk Bricks,,25.0,,5.0,
3800,Ultimate Builders Set,2001,Mindstorms,1.5,321.0,,60.0,
3804,Robotics Invention System V2.0,2001,Mindstorms,2.0,717.0,,200.0,300.0000
3805,Robotics Invention System Upgrade Kit,2001,Mindstorms,1.5,1.0,,20.0,
4016,Racer,2001,Creator,,21.0,,2.0,
4017,Sea Helicopter,2001,Creator,,13.0,,2.0,
4018,Ship,2001,Creator,,12.0,,2.0,
4019,Aeroplane,2001,Creator,,17.0,,2.0,
4113,Brick Adventures Bucket,2001,Creator,,124.0,,,
4115,All That Drives Bucket,2001,Creator,,165.0,1.0,8.0,
4116,Animal Adventures Bucket,2001,Creator,,209.0,2.0,10.0,
4117,Fantastic Flyers and Cool Cars,2001,Creator,,257.0,2.0,15.0,
4118,"Buildings, Mansions and Shops",2001,Creator,,361.0,3.0,30.0,
4119,Regular and Transparent Bricks,2001,Creator,,234.0,,15.0,
4120,Fun and Cool Transportation,2001,Creator,,606.0,2.0,20.0,
4121,All Kinds of Animals,2001,Creator,,171.0,2.0,20.0,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,
4171,Spot and Friends,2001,Creator,,53.0,,3.0,
4172,Tina's House,2001,Creator,,43.0,1.0,4.0,11.0400
4173,Max's Pitstop,2001,Creator,,58.0,1.0,7.0,
4174,Max Goes Flying,2001,Creator,,172.0,1.0,15.0,
4175,Adventures with Max and Tina,2001,Creator,,217.0,2.0,20.0,
4176,The Race of the Year,2001,Creator,,323.0,3.0,25.0,
4177,Building Stories with Nana Bird,2001,Creator,,373.0,3.0,30.0,
4566,Gear,2001,Racers,Xalax,8.0,,3.0,29.9900
4567,Surfer,2001,Racers,Xalax,8.0,,3.0,
4568,Loopin,2001,Racers,Xalax,8.0,,3.0,24.9900
4569,Warrior,2001,Racers,Xalax,8.0,,3.0,
4570,Shredd,2001,Racers,Xalax,8.0,,3.0,
4571,Spiky,2001,Racers,Xalax,8.0,,3.0,
4572,Scratch,2001,Racers,Xalax,8.0,,3.0,
4573,Lightor,2001,Racers,Xalax,8.0,,3.0,34.9900
4574,Rip,2001,Racers,Xalax,8.0,,3.0,
4575,Pulse,2001,Racers,Xalax,8.0,,3.0,
4576,Duster,2001,Racers,Xalax,7.0,,3.0,
4577,Snake,2001,Racers,Xalax,8.0,,3.0,
4578,Ghost,2001,Racers,Xalax,8.0,,3.0,
4579,Freeze & Chill,2001,Racers,Xalax,114.0,,20.0,
4600,Police Cruiser,2001,Jack Stone,,22.0,1.0,4.0,13.3500
4601,Fire Cruiser,2001,Jack Stone,,21.0,1.0,4.0,14.6900
4603,Res-Q Wrecker,2001,Jack Stone,,29.0,1.0,7.0,11.3500
4604,Police Copter,2001,Jack Stone,,14.0,2.0,7.0,
4605,Fire Response SUV,2001,Jack Stone,,28.0,2.0,10.0,
4606,Aqua Res-Q Transport,2001,Jack Stone,,38.0,2.0,13.0,
4607,Copter Transport,2001,Jack Stone,,64.0,2.0,20.0,
4608,Bank Breakout,2001,Jack Stone,,65.0,3.0,20.0,15.0000
4609,Fire Attack Team,2001,Jack Stone,,90.0,3.0,35.0,
4610,Aqua Res-Q Super Station,2001,Jack Stone,,88.0,4.0,50.0,
4611,Police HQ,2001,Jack Stone,,132.0,5.0,70.0,
4701,Sorting Hat,2001,Harry Potter,Philospher's Stone,48.0,1.0,7.0,48.6258
4702,The Final Challenge,2001,Harry Potter,Philospher's Stone,60.0,2.0,10.0,50.0000
4704,The Room of the Winged Keys,2001,Harry Potter,Philospher's Stone,175.0,3.0,20.0,80.0000
4705,Snape's Class,2001,Harry Potter,Philospher's Stone,163.0,3.0,20.0,
4706,Forbidden Corridor,2001,Harry Potter,Philospher's Stone,238.0,3.0,30.0,
4707,Hagrid's Hut,2001,Harry Potter,Philospher's Stone,299.0,2.0,30.0,
4708,Hogwarts Express,2001,Harry Potter,Philospher's Stone,410.0,3.0,50.0,
4709,Hogwarts Castle,2001,Harry Potter,Philospher's Stone,682.0,9.0,90.0,315.0000
4721,Hogwarts Classrooms,2001,Harry Potter,Philospher's Stone,73.0,1.0,10.0,60.0000
4722,Gryffindor House,2001,Harry Potter,Philospher's Stone,68.0,1.0,10.0,54.5400
4723,Diagon Alley Shops,2001,Harry Potter,Philospher's Stone,80.0,1.0,10.0,125.0000
5223,Wind-Up Motor,2001,Technic,,41.0,,10.0,24.9900
5322,Duplo Bucket,2001,Duplo,,60.0,,18.0,
5339,Small Bucket with Dog,2001,Duplo,,42.0,1.0,18.0,
5599,Radio Control Racer,2001,Racers,,295.0,1.0,80.0,
5831,Adventurous Puppies,2001,Belville,Fairy-Tale,15.0,,5.0,
5832,Vanilla's Magic Tea Party,2001,Belville,Fairy-Tale,14.0,1.0,9.0,45.0000
5833,Rosita's Wonderful Stable,2001,Belville,Fairy-Tale,40.0,1.0,17.0,
